Freq.	V(ideal_out)	V(lpf_3rd_lt1818)
1.23026877081243e+07	(5.77571115367944e+01dB,-7.32088602942578e+01°)	(5.80826088430377e+01dB,-8.12616398263151e+01°)
1.24451461177144e+07	(5.76977531587162e+01dB,-7.39010482269688e+01°)	(5.80246253716665e+01dB,-8.20356240956907e+01°)
1.25892541179422e+07	(5.76374248520006e+01dB,-7.45972358304647e+01°)	(5.79657526076311e+01dB,-8.28144507687694e+01°)
1.27350308101672e+07	(5.75761169040243e+01dB,-7.52973879841165e+01°)	(5.79059833897613e+01dB,-8.35980992861231e+01°)
1.28824955169319e+07	(5.75138196821930e+01dB,-7.60014683615873e+01°)	(5.78453106785012e+01dB,-8.43865483207035e+01°)
1.30316677845235e+07	(5.74505236389231e+01dB,-7.67094394391876e+01°)	(5.77837275605065e+01dB,-8.51797757946741e+01°)
1.31825673855646e+07	(5.73862193166015e+01dB,-7.74212625053323e+01°)	(5.77212272532017e+01dB,-8.59777588971870e+01°)
1.33352143216338e+07	(5.73208973525179e+01dB,-7.81368976711035e+01°)	(5.76578031092907e+01dB,-8.67804741030975e+01°)
1.34896288259171e+07	(5.72545484837610e+01dB,-7.88563038819131e+01°)	(5.75934486212178e+01dB,-8.75878971926034e+01°)
1.36458313658898e+07	(5.71871635520743e+01dB,-7.95794389302658e+01°)	(5.75281574255744e+01dB,-8.84000032718011e+01°)
1.38038426460294e+07	(5.71187335086628e+01dB,-8.03062594696138e+01°)	(5.74619233074466e+01dB,-8.92167667941425e+01°)
1.39636836105600e+07	(5.70492494189443e+01dB,-8.10367210292978e+01°)	(5.73947402047001e+01dB,-9.00381615827825e+01°)
1.41253754462282e+07	(5.69787024672390e+01dB,-8.17707780305634e+01°)	(5.73266022121984e+01dB,-9.08641608538002e+01°)
1.42889395851116e+07	(5.69070839613901e+01dB,-8.25083838036412e+01°)	(5.72575035859500e+01dB,-9.16947372402796e+01°)
1.44543977074599e+07	(5.68343853373094e+01dB,-8.32494906058783e+01°)	(5.71874387471815e+01dB,-9.25298628172332e+01°)
1.46217717445678e+07	(5.67605981634401e+01dB,-8.39940496409034e+01°)	(5.71164022863321e+01dB,-9.33695091273521e+01°)
1.47910838816827e+07	(5.66857141451316e+01dB,-8.47420110788093e+01°)	(5.70443889669672e+01dB,-9.42136472075639e+01°)
1.49623565609450e+07	(5.66097251289191e+01dB,-8.54933240773323e+01°)	(5.69713937296073e+01dB,-9.50622476163804e+01°)
1.51356124843627e+07	(5.65326231067013e+01dB,-8.62479368040063e+01°)	(5.68974116954682e+01dB,-9.59152804620169e+01°)
1.53108746168210e+07	(5.64544002198117e+01dB,-8.70057964592698e+01°)	(5.68224381701116e+01dB,-9.67727154312622e+01°)
1.54881661891255e+07	(5.63750487629750e+01dB,-8.77668493004972e+01°)	(5.67464686470010e+01dB,-9.76345218190812e+01°)
1.56675107010822e+07	(5.62945611881446e+01dB,-8.85310406669299e+01°)	(5.66694988109620e+01dB,-9.85006685589277e+01°)
1.58489319246118e+07	(5.62129301082147e+01dB,-8.92983150054760e+01°)	(5.65915245415435e+01dB,-9.93711242537494e+01°)
1.60324539069011e+07	(5.61301483006015e+01dB,-9.00686158973483e+01°)	(5.65125419162781e+01dB,-1.00245857207662e+02°)
1.62181009735900e+07	(5.60462087106882e+01dB,-9.08418860855073e+01°)	(5.64325472138393e+01dB,-1.01124835458271e+02°)
1.64058977319961e+07	(5.59611044551287e+01dB,-9.16180675028762e+01°)	(5.63515369170932e+01dB,-1.02008026809629e+02°)
1.65958690743763e+07	(5.58748288250049e+01dB,-9.23971013012896e+01°)	(5.62695077160433e+01dB,-1.02895398865786e+02°)
1.67880401812263e+07	(5.57873752888329e+01dB,-9.31789278811407e+01°)	(5.61864565106667e+01dB,-1.03786919064941e+02°)
1.69824365246182e+07	(5.56987374954140e+01dB,-9.39634869216861e+01°)	(5.61023804136396e+01dB,-1.04682554714151e+02°)
1.71790838715766e+07	(5.56089092765259e+01dB,-9.47507174119697e+01°)	(5.60172767529514e+01dB,-1.05582273024580e+02°)
1.73780082874945e+07	(5.55178846494500e+01dB,-9.55405576823220e+01°)	(5.59311430744057e+01dB,-1.06486041147285e+02°)
1.75792361395877e+07	(5.54256578193320e+01dB,-9.63329454363937e+01°)	(5.58439771440072e+01dB,-1.07393826209489e+02°)
1.77827941003900e+07	(5.53322231813712e+01dB,-9.71278177836788e+01°)	(5.57557769502330e+01dB,-1.08305595351352e+02°)
1.79887091512887e+07	(5.52375753228365e+01dB,-9.79251112724817e+01°)	(5.56665407061883e+01dB,-1.09221315763192e+02°)
1.81970085861006e+07	(5.51417090249051e+01dB,-9.87247619232833e+01°)	(5.55762668516451e+01dB,-1.10140954723160e+02°)
1.84077200146904e+07	(5.50446192643234e+01dB,-9.95267052624584e+01°)	(5.54849540549632e+01dB,-1.11064479635335e+02°)
1.86208713666295e+07	(5.49463012148849e+01dB,-1.00330876356296e+02°)	(5.53926012148932e+01dB,-1.11991858068225e+02°)
1.88364908948989e+07	(5.48467502487266e+01dB,-1.01137209845278e+02°)	(5.52992074622610e+01dB,-1.12923057793652e+02°)
1.90546071796333e+07	(5.47459619374393e+01dB,-1.01945639978559e+02°)	(5.52047721615328e+01dB,-1.13858046826016e+02°)
1.92752491319102e+07	(5.46439320529930e+01dB,-1.02756100648606e+02°)	(5.51092949122615e+01dB,-1.14796793461903e+02°)
1.94984459975813e+07	(5.45406565684746e+01dB,-1.03568525425947e+02°)	(5.50127755504129e+01dB,-1.15739266320029e+02°)
1.97242273611494e+07	(5.44361316586389e+01dB,-1.04382847593973e+02°)	(5.49152141495728e+01dB,-1.16685434381505e+02°)
1.99526231496897e+07	(5.43303537002716e+01dB,-1.05199000183745e+02°)	(5.48166110220340e+01dB,-1.17635267030406e+02°)
2.01836636368165e+07	(5.42233192723647e+01dB,-1.06016916008757e+02°)	(5.47169667197633e+01dB,-1.18588734094624e+02°)
2.04173794466962e+07	(5.41150251561048e+01dB,-1.06836527699608e+02°)	(5.46162820352498e+01dB,-1.19545805886993e+02°)
2.06538015581062e+07	(5.40054683346755e+01dB,-1.07657767738522e+02°)	(5.45145580022320e+01dB,-1.20506453246680e+02°)
2.08929613085414e+07	(5.38946459928740e+01dB,-1.08480568493676e+02°)	(5.44117958963070e+01dB,-1.21470647580808e+02°)
2.11348903983674e+07	(5.37825555165445e+01dB,-1.09304862253274e+02°)	(5.43079972354195e+01dB,-1.22438360906320e+02°)
2.13796208950233e+07	(5.36691944918294e+01dB,-1.10130581259337e+02°)	(5.42031637802317e+01dB,-1.23409565892056e+02°)
2.16271852372712e+07	(5.35545607042409e+01dB,-1.10957657741137e+02°)	(5.40972975343755e+01dB,-1.24384235901042e+02°)
2.18776162394965e+07	(5.34386521375552e+01dB,-1.11786023948237e+02°)	(5.39904007445851e+01dB,-1.25362345032968e+02°)
2.21309470960574e+07	(5.33214669725322e+01dB,-1.12615612183098e+02°)	(5.38824759007124e+01dB,-1.26343868166850e+02°)
2.23872113856844e+07	(5.32030035854644e+01dB,-1.13446354833182e+02°)	(5.37735257356245e+01dB,-1.27328781003873e+02°)
2.26464430759316e+07	(5.30832605465570e+01dB,-1.14278184402530e+02°)	(5.36635532249840e+01dB,-1.28317060110389e+02°)
2.29086765276788e+07	(5.29622366181450e+01dB,-1.15111033542756e+02°)	(5.35525615869126e+01dB,-1.29308682961077e+02°)
2.31739464996859e+07	(5.28399307527492e+01dB,-1.15944835083409e+02°)	(5.34405542815389e+01dB,-1.30303627982249e+02°)
2.34422881532003e+07	(5.27163420909780e+01dB,-1.16779522061673e+02°)	(5.33275350104298e+01dB,-1.31301874595291e+02°)
2.37137370566177e+07	(5.25914699592775e+01dB,-1.17615027751354e+02°)	(5.32135077159073e+01dB,-1.32303403260241e+02°)
2.39883291901960e+07	(5.24653138675354e+01dB,-1.18451285691113e+02°)	(5.30984765802504e+01dB,-1.33308195519500e+02°)
2.42661009508253e+07	(5.23378735065461e+01dB,-1.19288229711908e+02°)	(5.29824460247832e+01dB,-1.34316234041648e+02°)
2.45470891568515e+07	(5.22091487453387e+01dB,-1.20125793963614e+02°)	(5.28654207088491e+01dB,-1.35327502665397e+02°)
2.48313310529569e+07	(5.20791396283778e+01dB,-1.20963912940772e+02°)	(5.27474055286726e+01dB,-1.36341986443650e+02°)
2.51188643150970e+07	(5.19478463726400e+01dB,-1.21802521507443e+02°)	(5.26284056161088e+01dB,-1.37359671687668e+02°)
2.54097270554942e+07	(5.18152693645746e+01dB,-1.22641554921130e+02°)	(5.25084263372805e+01dB,-1.38380546011359e+02°)
2.57039578276898e+07	(5.16814091569539e+01dB,-1.23480948855745e+02°)	(5.23874732911046e+01dB,-1.39404598375668e+02°)
2.60015956316539e+07	(5.15462664656202e+01dB,-1.24320639423577e+02°)	(5.22655523077082e+01dB,-1.40431819133091e+02°)
2.63026799189551e+07	(5.14098421661368e+01dB,-1.25160563196254e+02°)	(5.21426694467338e+01dB,-1.41462200072290e+02°)
2.66072505979894e+07	(5.12721372903495e+01dB,-1.26000657224662e+02°)	(5.20188309955351e+01dB,-1.42495734462841e+02°)
2.69153480392704e+07	(5.11331530228674e+01dB,-1.26840859057805e+02°)	(5.18940434672637e+01dB,-1.43532417100092e+02°)
2.72270130807804e+07	(5.09928906974682e+01dB,-1.27681106760576e+02°)	(5.17683135988464e+01dB,-1.44572244350162e+02°)
2.75422870333830e+07	(5.08513517934384e+01dB,-1.28521338930445e+02°)	(5.16416483488543e+01dB,-1.45615214195072e+02°)
2.78612116862990e+07	(5.07085379318539e+01dB,-1.29361494713020e+02°)	(5.15140548952632e+01dB,-1.46661326278026e+02°)
2.81838293126459e+07	(5.05644508718107e+01dB,-1.30201513816493e+02°)	(5.13855406331049e+01dB,-1.47710581948847e+02°)
2.85101826750404e+07	(5.04190925066121e+01dB,-1.31041336524947e+02°)	(5.12561131720108e+01dB,-1.48762984309591e+02°)
2.88403150312674e+07	(5.02724648599220e+01dB,-1.31880903710521e+02°)	(5.11257803336464e+01dB,-1.49818538260338e+02°)
2.91742701400131e+07	(5.01245700818916e+01dB,-1.32720156844432e+02°)	(5.09945501490359e+01dB,-1.50877250545195e+02°)
2.95120922666653e+07	(4.99754104452675e+01dB,-1.33559038006842e+02°)	(5.08624308557781e+01dB,-1.51939129798514e+02°)
2.98538261891810e+07	(4.98249883414904e+01dB,-1.34397489895588e+02°)	(5.07294308951507e+01dB,-1.53004186591354e+02°)
3.01995172040216e+07	(4.96733062767910e+01dB,-1.35235455833757e+02°)	(5.05955589091034e+01dB,-1.54072433478202e+02°)
3.05492111321566e+07	(4.95203668682933e+01dB,-1.36072879776129e+02°)	(5.04608237371372e+01dB,-1.55143885043986e+02°)
3.09029543251374e+07	(4.93661728401315e+01dB,-1.36909706314489e+02°)	(5.03252344130703e+01dB,-1.56218557951405e+02°)
3.12607936712411e+07	(4.92107270195895e+01dB,-1.37745880681821e+02°)	(5.01888001616855e+01dB,-1.57296470988588e+02°)
3.16227766016853e+07	(4.90540323332712e+01dB,-1.38581348755397e+02°)	(5.00515303952597e+01dB,-1.58377645117145e+02°)
3.19889510969155e+07	(4.88960918033086e+01dB,-1.39416057058780e+02°)	(4.99134347099713e+01dB,-1.59462103520604e+02°)
3.23593656929644e+07	(4.87369085436161e+01dB,-1.40249952762760e+02°)	(4.97745228821815e+01dB,-1.60549871653305e+02°)
3.27340694878854e+07	(4.85764857561983e+01dB,-1.41082983685237e+02°)	(4.96348048645884e+01dB,-1.61640977289760e+02°)
3.31131121482607e+07	(4.84148267275183e+01dB,-1.41915098290096e+02°)	(4.94942907822461e+01dB,-1.62735450574533e+02°)
3.34965439157844e+07	(4.82519348249353e+01dB,-1.42746245685067e+02°)	(4.93529909284473e+01dB,-1.63833324072679e+02°)
3.38844156139219e+07	(4.80878134932153e+01dB,-1.43576375618640e+02°)	(4.92109157604614e+01dB,-1.64934632820775e+02°)
3.42767786546467e+07	(4.79224662511255e+01dB,-1.44405438476032e+02°)	(4.90680758951245e+01dB,-1.66039414378606e+02°)
3.46736850452548e+07	(4.77558966881156e+01dB,-1.45233385274253e+02°)	(4.89244821042714e+01dB,-1.67147708881532e+02°)
3.50751873952585e+07	(4.75881084610944e+01dB,-1.46060167656321e+02°)	(4.87801453100049e+01dB,-1.68259559093603e+02°)
3.54813389233593e+07	(4.74191052913060e+01dB,-1.46885737884633e+02°)	(4.86350765797929e+01dB,-1.69375010461457e+02°)
3.58921934645023e+07	(4.72488909613126e+01dB,-1.47710048833562e+02°)	(4.84892871213831e+01dB,-1.70494111169061e+02°)
3.63078054770119e+07	(4.70774693120883e+01dB,-1.48533053981303e+02°)	(4.83427882775273e+01dB,-1.71616912193344e+02°)
3.67282300498103e+07	(4.69048442402285e+01dB,-1.49354707401018e+02°)	(4.81955915205020e+01dB,-1.72743467360778e+02°)
3.71535229097191e+07	(4.67310196952808e+01dB,-1.50174963751333e+02°)	(4.80477084464145e+01dB,-1.73873833404960e+02°)
3.75837404288463e+07	(4.65559996772005e+01dB,-1.50993778266209e+02°)	(4.78991507692813e+01dB,-1.75008070025249e+02°)
3.80189396320580e+07	(4.63797882339342e+01dB,-1.51811106744274e+02°)	(4.77499303148632e+01dB,-1.76146239946517e+02°)
3.84591782045373e+07	(4.62023894591363e+01dB,-1.52626905537620e+02°)	(4.76000590142427e+01dB,-1.77288408980069e+02°)
3.89045144994300e+07	(4.60238074900201e+01dB,-1.53441131540159e+02°)	(4.74495488971270e+01dB,-1.78434646085780e+02°)
3.93550075455797e+07	(4.58440465053469e+01dB,-1.54253742175551e+02°)	(4.72984120848572e+01dB,-1.79585023435521e+02°)
3.98107170553517e+07	(4.56631107235544e+01dB,-1.55064695384789e+02°)	(4.71466607831049e+01dB,1.79260383522094e+02°)
4.02717034325479e+07	(4.54810044010271e+01dB,-1.55873949613469e+02°)	(4.69943072742357e+01dB,1.78101495995568e+02°)
4.07380277804133e+07	(4.52977318305095e+01dB,-1.56681463798808e+02°)	(4.68413639093158e+01dB,1.76938231782943e+02°)
4.12097519097351e+07	(4.51132973396626e+01dB,-1.57487197356469e+02°)	(4.66878430997386e+01dB,1.75770505202745e+02°)
4.16869383470356e+07	(4.49277052897649e+01dB,-1.58291110167232e+02°)	(4.65337573084449e+01dB,1.74598227023393e+02°)
4.21696503428603e+07	(4.47409600745576e+01dB,-1.59093162563586e+02°)	(4.63791190407095e+01dB,1.73421304391028e+02°)
4.26579518801614e+07	(4.45530661192324e+01dB,-1.59893315316265e+02°)	(4.62239408344645e+01dB,1.72239640755739e+02°)
4.31519076827787e+07	(4.43640278795629e+01dB,-1.60691529620814e+02°)	(4.60682352501287e+01dB,1.71053135796135e+02°)
4.36515832240188e+07	(4.41738498411770e+01dB,-1.61487767084218e+02°)	(4.59120148599089e+01dB,1.69861685342240e+02°)
4.41570447353335e+07	(4.39825365189686e+01dB,-1.62281989711642e+02°)	(4.57552922365399e+01dB,1.68665181296692e+02°)
4.46683592150985e+07	(4.37900924566463e+01dB,-1.63074159893351e+02°)	(4.55980799414228e+01dB,1.67463511554221e+02°)
4.51855944374945e+07	(4.35965222264175e+01dB,-1.63864240391845e+02°)	(4.54403905121260e+01dB,1.66256559919402e+02°)
4.57088189614898e+07	(4.34018304288029e+01dB,-1.64652194329263e+02°)	(4.52822364492042e+01dB,1.65044206022683e+02°)
4.62381021399284e+07	(4.32060216925801e+01dB,-1.65437985175102e+02°)	(4.51236302022932e+01dB,1.63826325234702e+02°)
4.67735141287222e+07	(4.30091006748504e+01dB,-1.66221576734300e+02°)	(4.49645841554339e+01dB,1.62602788578896e+02°)
4.73151258961504e+07	(4.28110720612263e+01dB,-1.67002933135725e+02°)	(4.48051106115759e+01dB,1.61373462642454e+02°)
4.78630092322662e+07	(4.26119405661341e+01dB,-1.67782018821111e+02°)	(4.46452217762118e+01dB,1.60138209485650e+02°)
4.84172367584124e+07	(4.24117109332269e+01dB,-1.68558798534484e+02°)	(4.44849297400856e+01dB,1.58896886549610e+02°)
4.89778819368471e+07	(4.22103879359027e+01dB,-1.69333237312120e+02°)	(4.43242464609211e+01dB,1.57649346562598e+02°)
4.95450190804815e+07	(4.20079763779223e+01dB,-1.70105300473060e+02°)	(4.41631837441107e+01dB,1.56395437444907e+02°)
5.01187233627298e+07	(4.18044810941210e+01dB,-1.70874953610234e+02°)	(4.40017532223020e+01dB,1.55135002212468e+02°)
5.06990708274730e+07	(4.15999069512074e+01dB,-1.71642162582208e+02°)	(4.38399663338194e+01dB,1.53867878879307e+02°)
5.12861383991391e+07	(4.13942588486440e+01dB,-1.72406893505593e+02°)	(4.36778342998521e+01dB,1.52593900359014e+02°)
5.18800038928987e+07	(4.11875417196020e+01dB,-1.73169112748148e+02°)	(4.35153681003389e+01dB,1.51312894365383e+02°)
5.24807460249799e+07	(4.09797605319847e+01dB,-1.73928786922584e+02°)	(4.33525784484771e+01dB,1.50024683312455e+02°)
5.30884444231015e+07	(4.07709202895104e+01dB,-1.74685882881109e+02°)	(4.31894757637795e+01dB,1.48729084214181e+02°)
5.37031796370280e+07	(4.05610260328503e+01dB,-1.75440367710724e+02°)	(4.30260701436010e+01dB,1.47425908583975e+02°)
5.43250331492461e+07	(4.03500828408123e+01dB,-1.76192208729284e+02°)	(4.28623713330533e+01dB,1.46114962334467e+02°)
5.49540873857653e+07	(4.01380958315636e+01dB,-1.76941373482342e+02°)	(4.26983886932237e+01dB,1.44796045677785e+02°)
5.55904257270432e+07	(3.99250701638856e+01dB,-1.77687829740785e+02°)	(4.25341311676107e+01dB,1.43468953026749e+02°)
5.62341325190378e+07	(3.97110110384528e+01dB,-1.78431545499270e+02°)	(4.23696072466877e+01dB,1.42133472897403e+02°)
5.68852930843871e+07	(3.94959236991275e+01dB,-1.79172488975460e+02°)	(4.22048249305016e+01dB,1.40789387813342e+02°)
5.75439937337186e+07	(3.92798134342651e+01dB,-1.79910628610064e+02°)	(4.20397916892130e+01dB,1.39436474212372e+02°)
5.82103217770901e+07	(3.90626855780196e+01dB,1.79354066932310e+02°)	(4.18745144214810e+01dB,1.38074502356066e+02°)
5.88843655355619e+07	(3.88445455116445e+01dB,1.78621628761517e+02°)	(4.17089994105937e+01dB,1.36703236242849e+02°)
5.95662143529041e+07	(3.86253986647800e+01dB,1.77892087759435e+02°)	(4.15432522782447e+01dB,1.35322433525318e+02°)
6.02559586074389e+07	(3.84052505167195e+01dB,1.77165474576743e+02°)	(4.13772779358543e+01dB,1.33931845432552e+02°)
6.09536897240201e+07	(3.81841065976498e+01dB,1.76441819628935e+02°)	(4.12110805333323e+01dB,1.32531216698257e+02°)
6.16595001861514e+07	(3.79619724898559e+01dB,1.75721153091576e+02°)	(4.10446634051794e+01dB,1.31120285495658e+02°)
6.23734835482452e+07	(3.77388538288848e+01dB,1.75003504894819e+02°)	(4.08780290138253e+01dB,1.29698783380141e+02°)
6.30957344480226e+07	(3.75147563046619e+01dB,1.74288904717210e+02°)	(4.07111788900999e+01dB,1.28266435240730e+02°)
6.38263486190582e+07	(3.72896856625533e+01dB,1.73577381978799e+02°)	(4.05441135707377e+01dB,1.26822959261583e+02°)
6.45654229034689e+07	(3.70636477043676e+01dB,1.72868965833578e+02°)	(4.03768325328165e+01dB,1.25368066894796e+02°)
6.53130552647506e+07	(3.68366482892920e+01dB,1.72163685161286e+02°)	(4.02093341250343e+01dB,1.23901462845907e+02°)
6.60693448007630e+07	(3.66086933347569e+01dB,1.71461568558594e+02°)	(4.00416154957348e+01dB,1.22422845073603e+02°)
6.68343917568650e+07	(3.63797888172237e+01dB,1.70762644329713e+02°)	(3.98736725175938e+01dB,1.20931904805259e+02°)
6.76082975392017e+07	(3.61499407728904e+01dB,1.70066940476459e+02°)	(3.97054997088889e+01dB,1.19428326570067e+02°)
6.83911647281465e+07	(3.59191552983120e+01dB,1.69374484687795e+02°)	(3.95370901512816e+01dB,1.17911788251644e+02°)
6.91830970918973e+07	(3.56874385509292e+01dB,1.68685304328906e+02°)	(3.93684354040519e+01dB,1.16381961162137e+02°)
6.99841996002310e+07	(3.54547967495033e+01dB,1.67999426429833e+02°)	(3.91995254147369e+01dB,1.14838510140021e+02°)
7.07945784384175e+07	(3.52212361744532e+01dB,1.67316877673701e+02°)	(3.90303484261396e+01dB,1.13281093673899e+02°)
7.16143410212940e+07	(3.49867631680904e+01dB,1.66637684384600e+02°)	(3.88608908796914e+01dB,1.11709364054802e+02°)
7.24435960075028e+07	(3.47513841347518e+01dB,1.65961872515132e+02°)	(3.86911373151704e+01dB,1.10122967559633e+02°)
7.32824533138943e+07	(3.45151055408240e+01dB,1.65289467633691e+02°)	(3.85210702668005e+01dB,1.08521544668581e+02°)
7.41310241300956e+07	(3.42779339146612e+01dB,1.64620494911505e+02°)	(3.83506701557822e+01dB,1.06904730319476e+02°)
7.49894209332495e+07	(3.40398758463922e+01dB,1.63954979109482e+02°)	(3.81799151793347e+01dB,1.05272154202264e+02°)
7.58577575029224e+07	(3.38009379876165e+01dB,1.63292944564915e+02°)	(3.80087811963627e+01dB,1.03623441096913e+02°)
7.67361489361859e+07	(3.35611270509884e+01dB,1.62634415178066e+02°)	(3.78372416098985e+01dB,1.01958211258270e+02°)
7.76247116628733e+07	(3.33204498096889e+01dB,1.61979414398701e+02°)	(3.76652672465122e+01dB,1.00276080851515e+02°)
7.85235634610113e+07	(3.30789130967848e+01dB,1.61327965212592e+02°)	(3.74928262329284e+01dB,9.85766624420607e+01°)
7.94328234724323e+07	(3.28365238044762e+01dB,1.60680090128049e+02°)	(3.73198838701431e+01dB,9.68595655438490e+01°)
8.03526122185660e+07	(3.25932888832315e+01dB,1.60035811162506e+02°)	(3.71464025053876e+01dB,9.51243972301755e+01°)
8.12830516164142e+07	(3.23492153408137e+01dB,1.59395149829221e+02°)	(3.69723414023550e+01dB,9.33707628112538e+01°)
8.22242649947115e+07	(3.21043102411956e+01dB,1.58758127124107e+02°)	(3.67976566101693e+01dB,9.15982665828488e+01°)
8.31763771102715e+07	(3.18585807033696e+01dB,1.58124763512760e+02°)	(3.66223008316579e+01dB,8.98065126503640e+01°)
8.41395141645240e+07	(3.16120339000512e+01dB,1.57495078917703e+02°)	(3.64462232915670e+01dB,8.79951058328028e+01°)
8.51138038202422e+07	(3.13646770562799e+01dB,1.56869092705883e+02°)	(3.62693696054520e+01dB,8.61636526510134e+01°)
8.60993752184646e+07	(3.11165174479197e+01dB,1.56246823676475e+02°)	(3.60916816500671e+01dB,8.43117624045694e+01°)
8.70963589956127e+07	(3.08675624000634e+01dB,1.55628290049009e+02°)	(3.59130974361836e+01dB,8.24390483415225e+01°)
8.81048873008061e+07	(3.06178192853413e+01dB,1.55013509451854e+02°)	(3.57335509848732e+01dB,8.05451289250842e+01°)
8.91250938133793e+07	(3.03672955221406e+01dB,1.54402498911110e+02°)	(3.55529722084060e+01dB,7.86296292010352e+01°)
9.01571137606005e+07	(3.01159985727378e+01dB,1.53795274839907e+02°)	(3.53712867970339e+01dB,7.66921822693233e+01°)
9.12010839355958e+07	(2.98639359413474e+01dB,1.53191853028171e+02°)	(3.51884161130512e+01dB,7.47324308628710e+01°)
9.22571427154812e+07	(2.96111151720930e+01dB,1.52592248632860e+02°)	(3.50042770936518e+01dB,7.27500290360699e+01°)
9.33254300797041e+07	(2.93575438469025e+01dB,1.51996476168700e+02°)	(3.48187821642289e+01dB,7.07446439647822e+01°)
9.44060876285974e+07	(2.91032295833346e+01dB,1.51404549499454e+02°)	(3.46318391638918e+01dB,6.87159578588749e+01°)
9.54992586021487e+07	(2.88481800323390e+01dB,1.50816481829734e+02°)	(3.44433512850985e+01dB,6.66636699873898e+01°)
9.66050878989865e+07	(2.85924028759555e+01dB,1.50232285697375e+02°)	(3.42532170294232e+01dB,6.45874988153740e+01°)
9.77237220955863e+07	(2.83359058249582e+01dB,1.49651972966392e+02°)	(3.40613301815899e+01dB,6.24871842501642e+01°)
9.88553094656992e+07	(2.80786966164471e+01dB,1.49075554820537e+02°)	(3.38675798040040e+01dB,6.03624899935277e+01°)
1.00000000000000e+08	(2.78207830113964e+01dB,1.48503041757464e+02°)	(3.36718502541011e+01dB,5.82132059945085e+01°)
