frequency	inoise
9.549925860214338e+03	1.754480e-11
9.772372209558085e+03	1.754287e-11
9.999999999999978e+03	1.754099e-11
1.023292992280752e+04	1.753915e-11
1.047128548050897e+04	1.753735e-11
1.071519305237604e+04	1.753559e-11
1.096478196143183e+04	1.753387e-11
1.122018454301961e+04	1.753219e-11
1.148153621496880e+04	1.753054e-11
1.174897554939527e+04	1.752894e-11
1.202264434617410e+04	1.752737e-11
1.230268770812379e+04	1.752584e-11
1.258925411794164e+04	1.752434e-11
1.288249551693131e+04	1.752288e-11
1.318256738556404e+04	1.752145e-11
1.348962882591650e+04	1.752005e-11
1.380384264602881e+04	1.751868e-11
1.412537544622750e+04	1.751734e-11
1.445439770745923e+04	1.751604e-11
1.479108388168203e+04	1.751476e-11
1.513561248436204e+04	1.751352e-11
1.548816618912477e+04	1.751230e-11
1.584893192461109e+04	1.751111e-11
1.621810097358925e+04	1.750994e-11
1.659586907437556e+04	1.750881e-11
1.698243652461739e+04	1.750769e-11
1.737800828749370e+04	1.750661e-11
1.778279410038918e+04	1.750555e-11
1.819700858609978e+04	1.750451e-11
1.862087136662862e+04	1.750349e-11
1.905460717963241e+04	1.750250e-11
1.949844599758039e+04	1.750153e-11
1.995262314968873e+04	1.750059e-11
2.041737944669522e+04	1.749966e-11
2.089296130854032e+04	1.749876e-11
2.137962089502225e+04	1.749788e-11
2.187761623949545e+04	1.749701e-11
2.238721138568332e+04	1.749617e-11
2.290867652767765e+04	1.749535e-11
2.344228815319914e+04	1.749454e-11
2.398832919019482e+04	1.749375e-11
2.454708915685022e+04	1.749298e-11
2.511886431509571e+04	1.749223e-11
2.570395782768854e+04	1.749150e-11
2.630267991895372e+04	1.749078e-11
2.691534803926906e+04	1.749008e-11
2.754228703338156e+04	1.748939e-11
2.818382931264443e+04	1.748872e-11
2.884031503126595e+04	1.748807e-11
2.951209226666375e+04	1.748743e-11
3.019951720402005e+04	1.748680e-11
3.090295432513579e+04	1.748619e-11
3.162277660168367e+04	1.748559e-11
3.235936569296270e+04	1.748501e-11
3.311311214825898e+04	1.748444e-11
3.388441561392012e+04	1.748388e-11
3.467368504525303e+04	1.748334e-11
3.548133892335741e+04	1.748281e-11
3.630780547700999e+04	1.748228e-11
3.715352290971710e+04	1.748178e-11
3.801893963205596e+04	1.748128e-11
3.890451449942790e+04	1.748079e-11
3.981071705534955e+04	1.748032e-11
4.073802778041110e+04	1.747986e-11
4.168693834703336e+04	1.747941e-11
4.265795188015907e+04	1.747896e-11
4.365158322401640e+04	1.747853e-11
4.466835921509611e+04	1.747811e-11
4.570881896148730e+04	1.747770e-11
4.677351412871961e+04	1.747729e-11
4.786300923226362e+04	1.747690e-11
4.897788193684439e+04	1.747652e-11
5.011872336272700e+04	1.747614e-11
5.128613839913625e+04	1.747577e-11
5.248074602497702e+04	1.747542e-11
5.370317963702502e+04	1.747506e-11
5.495408738576220e+04	1.747472e-11
5.623413251903465e+04	1.747439e-11
5.754399373371543e+04	1.747406e-11
5.888436553555862e+04	1.747374e-11
6.025595860743550e+04	1.747343e-11
6.165950018614793e+04	1.747313e-11
6.309573444801903e+04	1.747283e-11
6.456542290346525e+04	1.747254e-11
6.606934480075928e+04	1.747226e-11
6.760829753919785e+04	1.747198e-11
6.918309709189332e+04	1.747171e-11
7.079457843841345e+04	1.747144e-11
7.244359600749865e+04	1.747119e-11
7.413102413009139e+04	1.747094e-11
7.585775750291800e+04	1.747069e-11
7.762471166286878e+04	1.747045e-11
7.943282347242774e+04	1.747022e-11
8.128305161640950e+04	1.746999e-11
8.317637711026667e+04	1.746977e-11
8.511380382023720e+04	1.746955e-11
8.709635899560760e+04	1.746934e-11
8.912509381337409e+04	1.746913e-11
9.120108393559049e+04	1.746893e-11
9.332543007969861e+04	1.746873e-11
9.549925860214308e+04	1.746854e-11
9.772372209558054e+04	1.746835e-11
9.999999999999946e+04	1.746817e-11
1.023292992280749e+05	1.746799e-11
1.047128548050894e+05	1.746782e-11
1.071519305237601e+05	1.746765e-11
1.096478196143179e+05	1.746748e-11
1.122018454301957e+05	1.746732e-11
1.148153621496877e+05	1.746717e-11
1.174897554939523e+05	1.746702e-11
1.202264434617406e+05	1.746687e-11
1.230268770812375e+05	1.746672e-11
1.258925411794160e+05	1.746659e-11
1.288249551693127e+05	1.746645e-11
1.318256738556400e+05	1.746632e-11
1.348962882591646e+05	1.746619e-11
1.380384264602877e+05	1.746607e-11
1.412537544622746e+05	1.746595e-11
1.445439770745919e+05	1.746583e-11
1.479108388168199e+05	1.746571e-11
1.513561248436200e+05	1.746561e-11
1.548816618912473e+05	1.746550e-11
1.584893192461104e+05	1.746540e-11
1.621810097358921e+05	1.746530e-11
1.659586907437551e+05	1.746520e-11
1.698243652461735e+05	1.746511e-11
1.737800828749365e+05	1.746502e-11
1.778279410038913e+05	1.746494e-11
1.819700858609973e+05	1.746485e-11
1.862087136662857e+05	1.746478e-11
1.905460717963236e+05	1.746470e-11
1.949844599758034e+05	1.746463e-11
1.995262314968868e+05	1.746456e-11
2.041737944669517e+05	1.746450e-11
2.089296130854027e+05	1.746444e-11
2.137962089502219e+05	1.746438e-11
2.187761623949539e+05	1.746433e-11
2.238721138568326e+05	1.746427e-11
2.290867652767759e+05	1.746423e-11
2.344228815319907e+05	1.746418e-11
2.398832919019475e+05	1.746414e-11
2.454708915685015e+05	1.746411e-11
2.511886431509564e+05	1.746407e-11
2.570395782768847e+05	1.746404e-11
2.630267991895365e+05	1.746402e-11
2.691534803926898e+05	1.746400e-11
2.754228703338148e+05	1.746398e-11
2.818382931264435e+05	1.746397e-11
2.884031503126587e+05	1.746396e-11
2.951209226666366e+05	1.746395e-11
3.019951720401996e+05	1.746395e-11
3.090295432513569e+05	1.746395e-11
3.162277660168358e+05	1.746396e-11
3.235936569296260e+05	1.746397e-11
3.311311214825888e+05	1.746399e-11
3.388441561392001e+05	1.746401e-11
3.467368504525292e+05	1.746404e-11
3.548133892335729e+05	1.746407e-11
3.630780547700987e+05	1.746411e-11
3.715352290971698e+05	1.746415e-11
3.801893963205584e+05	1.746420e-11
3.890451449942777e+05	1.746425e-11
3.981071705534943e+05	1.746431e-11
4.073802778041097e+05	1.746438e-11
4.168693834703322e+05	1.746445e-11
4.265795188015894e+05	1.746452e-11
4.365158322401627e+05	1.746461e-11
4.466835921509597e+05	1.746470e-11
4.570881896148715e+05	1.746480e-11
4.677351412871946e+05	1.746491e-11
4.786300923226346e+05	1.746502e-11
4.897788193684423e+05	1.746515e-11
5.011872336272683e+05	1.746528e-11
5.128613839913608e+05	1.746542e-11
5.248074602497685e+05	1.746557e-11
5.370317963702484e+05	1.746573e-11
5.495408738576202e+05	1.746590e-11
5.623413251903446e+05	1.746608e-11
5.754399373371523e+05	1.746627e-11
5.888436553555842e+05	1.746647e-11
6.025595860743528e+05	1.746668e-11
6.165950018614772e+05	1.746691e-11
6.309573444801881e+05	1.746715e-11
6.456542290346503e+05	1.746740e-11
6.606934480075906e+05	1.746767e-11
6.760829753919762e+05	1.746795e-11
6.918309709189307e+05	1.746824e-11
7.079457843841320e+05	1.746855e-11
7.244359600749840e+05	1.746888e-11
7.413102413009113e+05	1.746923e-11
7.585775750291774e+05	1.746959e-11
7.762471166286852e+05	1.746997e-11
7.943282347242747e+05	1.747037e-11
8.128305161640922e+05	1.747080e-11
8.317637711026638e+05	1.747124e-11
8.511380382023691e+05	1.747171e-11
8.709635899560731e+05	1.747220e-11
8.912509381337378e+05	1.747271e-11
9.120108393559018e+05	1.747325e-11
9.332543007969829e+05	1.747382e-11
9.549925860214276e+05	1.747442e-11
9.772372209558021e+05	1.747504e-11
9.999999999999913e+05	1.747570e-11
1.023292992280745e+06	1.747639e-11
1.047128548050890e+06	1.747711e-11
1.071519305237597e+06	1.747787e-11
1.096478196143175e+06	1.747866e-11
1.122018454301953e+06	1.747949e-11
1.148153621496872e+06	1.748037e-11
1.174897554939519e+06	1.748128e-11
1.202264434617402e+06	1.748224e-11
1.230268770812370e+06	1.748325e-11
1.258925411794155e+06	1.748431e-11
1.288249551693122e+06	1.748541e-11
1.318256738556395e+06	1.748657e-11
1.348962882591641e+06	1.748779e-11
1.380384264602872e+06	1.748906e-11
1.412537544622741e+06	1.749039e-11
1.445439770745914e+06	1.749179e-11
1.479108388168193e+06	1.749326e-11
1.513561248436193e+06	1.749479e-11
1.548816618912466e+06	1.749640e-11
1.584893192461098e+06	1.749809e-11
1.621810097358914e+06	1.749985e-11
1.659586907437544e+06	1.750170e-11
1.698243652461728e+06	1.750364e-11
1.737800828749358e+06	1.750567e-11
1.778279410038905e+06	1.750780e-11
1.819700858609965e+06	1.751003e-11
1.862087136662849e+06	1.751237e-11
1.905460717963228e+06	1.751481e-11
1.949844599758025e+06	1.751737e-11
1.995262314968859e+06	1.752006e-11
2.041737944669509e+06	1.752287e-11
2.089296130854018e+06	1.752582e-11
2.137962089502210e+06	1.752890e-11
2.187761623949530e+06	1.753214e-11
2.238721138568317e+06	1.753552e-11
2.290867652767750e+06	1.753907e-11
2.344228815319898e+06	1.754278e-11
2.398832919019466e+06	1.754667e-11
2.454708915685005e+06	1.755075e-11
2.511886431509554e+06	1.755502e-11
2.570395782768837e+06	1.755949e-11
2.630267991895354e+06	1.756418e-11
2.691534803926887e+06	1.756909e-11
2.754228703338137e+06	1.757423e-11
2.818382931264423e+06	1.757961e-11
2.884031503126575e+06	1.758525e-11
2.951209226666354e+06	1.759116e-11
3.019951720401983e+06	1.759736e-11
3.090295432513557e+06	1.760384e-11
3.162277660168345e+06	1.761063e-11
3.235936569296247e+06	1.761775e-11
3.311311214825874e+06	1.762521e-11
3.388441561391988e+06	1.763302e-11
3.467368504525278e+06	1.764120e-11
3.548133892335715e+06	1.764977e-11
3.630780547700973e+06	1.765875e-11
3.715352290971684e+06	1.766816e-11
3.801893963205569e+06	1.767802e-11
3.890451449942762e+06	1.768835e-11
3.981071705534928e+06	1.769917e-11
4.073802778041082e+06	1.771051e-11
4.168693834703307e+06	1.772239e-11
4.265795188015878e+06	1.773484e-11
4.365158322401610e+06	1.774788e-11
4.466835921509581e+06	1.776155e-11
4.570881896148698e+06	1.777587e-11
4.677351412871929e+06	1.779089e-11
4.786300923226329e+06	1.780662e-11
4.897788193684406e+06	1.782310e-11
5.011872336272665e+06	1.784038e-11
5.128613839913590e+06	1.785849e-11
5.248074602497666e+06	1.787747e-11
5.370317963702466e+06	1.789736e-11
5.495408738576183e+06	1.791821e-11
5.623413251903427e+06	1.794007e-11
5.754399373371503e+06	1.796299e-11
5.888436553555822e+06	1.798701e-11
6.025595860743508e+06	1.801219e-11
6.165950018614750e+06	1.803860e-11
6.309573444801860e+06	1.806628e-11
6.456542290346480e+06	1.809531e-11
6.606934480075883e+06	1.812575e-11
6.760829753919738e+06	1.815768e-11
6.918309709189284e+06	1.819115e-11
7.079457843841296e+06	1.822626e-11
7.244359600749815e+06	1.826309e-11
7.413102413009088e+06	1.830172e-11
7.585775750291748e+06	1.834224e-11
7.762471166286825e+06	1.838474e-11
7.943282347242720e+06	1.842934e-11
8.128305161640896e+06	1.847613e-11
8.317637711026611e+06	1.852523e-11
8.511380382023662e+06	1.857675e-11
8.709635899560701e+06	1.863081e-11
8.912509381337347e+06	1.868756e-11
9.120108393558986e+06	1.874712e-11
9.332543007969797e+06	1.880964e-11
9.549925860214243e+06	1.887527e-11
9.772372209557988e+06	1.894417e-11
1.000000000000000e+07	1.901652e-11
