Freq.,z.Mag,z.phase
65313055.26,43.504255,34.05539499
66069344.8,43.57789432,33.67444803
66834391.76,43.65174125,33.28697657
67608297.54,43.72578708,32.89277375
68391164.73,43.8000221,32.49162916
69183097.09,43.87443559,32.08332884
69984199.6,43.94901571,31.66765542
70794578.44,44.02374952,31.24438818
71614341.02,44.09862288,30.81330312
72443596.01,44.17362039,30.37417313
73282453.31,44.24872537,29.92676809
74131024.13,44.32391979,29.47085501
74989420.93,44.39918418,29.00619827
75857757.5,44.47449762,28.53255975
76736148.94,44.5498376,28.04969911
77624711.66,44.62518004,27.55737402
78523563.46,44.70049916,27.05534046
79432823.47,44.77576745,26.54335303
80352612.22,44.85095554,26.02116533
81283051.62,44.92603222,25.48853033
82224264.99,45.00096428,24.94520081
83176377.11,45.07571648,24.39092986
84139514.16,45.15025148,23.8254714
85113803.82,45.22452974,23.24858075
86099375.22,45.29850948,22.66001528
87096359,45.37214659,22.05953507
88104887.3,45.44539455,21.44690369
89125093.81,45.51820441,20.82188896
90157113.76,45.59052467,20.18426389
91201083.94,45.66230125,19.53380752
92257142.72,45.73347745,18.87030601
93325430.08,45.80399388,18.19355366
94406087.63,45.87378845,17.50335405
95499258.6,45.94279629,16.79952128
96605087.9,46.0109498,16.0818812
97723722.1,46.07817856,15.35027279
98855309.47,46.14440941,14.60454956
100000000,46.20956643,13.84458099
